%time,field.Xref0,field.Xref1,field.Xref2,field.Xref3,field.Xref4,field.Yref0,field.Yref1,field.Yref2,field.Yref3,field.Yref4,field.Xges0,field.Xges1,field.Xges2,field.Xges3,field.Xges4,field.Yges0,field.Yges1,field.Yges2,field.Yges3,field.Yges4
1717769999505725860,0.08174625230723181,0.16348531337312203,0.2452130550948186,0.3269277817976037,0.4086295575169156,0.00041908596721132875,0.0015880109059719775,0.0033853690570810197,0.005702017612696824,0.008438423921871878,0.1186578871490062,0.2328744944472584,0.34711064672828396,0.4629866420764696,0.5810266451108432,-0.004118497955040369,-0.007661165629908908,-0.011129735152896482,-0.014805124232808055,-0.018760704835641878
1717769999591285228,0.08174665436423871,0.16348825842130843,0.24522202790694073,0.32694703403854003,0.4086637014574545,0.0003535388231598136,0.0013355925024153312,0.0028370405736510137,0.004758354698851711,0.007007421761122131,0.11167549238221736,0.22457076310847157,0.3399677397642696,0.45775956397012324,0.5785504680507693,-0.0028489729449365795,-0.005541863780837622,-0.008377043327560544,-0.011609471532947927,-0.01539110702407966
1717769999673963308,0.08174697022611704,0.1634904704999591,0.24522873575972004,0.326961416628025,0.4086891604855825,0.00029516453383371974,0.0011097709550439573,0.00234430224366933,0.003906644966596702,0.005710257837966316,0.11867693123880582,0.23291097562575283,0.3471695939263028,0.4630756808697818,0.5811556724080247,-0.0032109535236009897,-0.005867131625190311,-0.00837856338651539,-0.011008961576316442,-0.013795515909434208
1717769999757656812,0.08174719965028529,0.16349210366669578,0.24523371793510376,0.3269720840771313,0.4087079175039215,0.00024242519978170997,0.0009048016225776627,0.0018950205371972726,0.003126538246425316,0.004516791725862313,0.11171096992927866,0.2246356348465446,0.3400584405236815,0.4578822041859021,0.5787148381907032,-0.001648838161688206,-0.003057586475920432,-0.004499250930569602,-0.006232676543372356,-0.008408911156118993
1717769999840617895,0.08174735719634646,0.16349330278868482,0.2452373826206905,0.3269798391183263,0.40872137556082927,0.00019407882569018968,0.0007160136094796713,0.0014792618357932583,0.0024012577366593524,0.0034019993032921147,0.11871340355296575,0.23297780393347617,0.3472620623129506,0.46318726269736155,0.5812778501912785,-0.0015628997043501199,-0.0027206662936489494,-0.0038916021362784994,-0.005330091888030135,-0.007103703747672423
1717769999921737432,0.08174766108262858,0.1634952655557012,0.24524252446942948,0.32698865626076534,0.40873213351882537,-1.3083741851533122e-05,-0.0001049185038473218,-0.0003555088641033047,-0.0008474172473075024,-0.0016671738809881122,0.1116991447231588,0.22461407157520977,0.3400517161785724,0.4579211723867403,0.5788367176093482,-0.0007402868020842845,-0.0009855550738432433,-0.001008060681829661,-0.0008320041893824024,-0.0003523141189036829
1717770000008465290,0.08174763915766063,0.16349500902279507,0.24524136769574062,0.3269852293352324,0.4087239743053011,-5.256289895757656e-05,-0.0002638815438639178,-0.0007165187253456135,-0.0014970053947197047,-0.0026974183901793533,0.118767614627127,0.23305543155954056,0.34732385589933756,0.4632228797838105,0.5812842597208071,0.0019159499545272022,0.004223616040450506,0.006755956862149898,0.009286856271848457,0.011677634262693233
1717770000089358329,0.08174759023140085,0.16349451890072414,0.2452394255367287,0.326979823909695,0.4087116407301088,-9.288054562194712e-05,-0.00042708083958652214,-0.0010891338951203883,-0.0021711202491792605,-0.0037724891904375,0.11166511421713916,0.22455013752069025,0.3399527164133182,0.4577927550970233,0.5786875353102291,0.002847941756280999,0.005635016401384481,0.008161705488860197,0.010543096796163321,0.012902486650080303
1717770000173596382,0.08174750082957626,0.1634937797292515,0.2452365751916017,0.3269720566369596,0.4086942590918352,-0.00013470271840727255,-0.0005972621567009527,-0.0014797646450741947,-0.00288166911658339,-0.004911968446718181,0.11881221722441189,0.23313523320353818,0.34741260320075823,0.4633111978485843,0.5813566492422505,0.0020760860788501807,0.00396513193881756,0.006073036966948793,0.008718516186675417,0.012077901568921147
1717770000258398056,0.0817473921311067,0.16349275875520963,0.24523261460565576,0.3269613731336618,0.4086705796214675,-0.00017875944875397423,-0.0007774715102717015,-0.001895607816799055,-0.0036421812955003585,-0.006138373287134089,0.11167287736895855,0.2245485212083391,0.33992414733125287,0.4577281070904423,0.5785772358499377,0.0032353139119140027,0.006165549009657826,0.008879466101221891,0.011598247190988353,0.014304367368512538
1717770000340778589,0.08174724704522952,0.16349135238269968,0.2452272267117687,0.3269469680907825,0.40863870557883686,-0.00022587865729195683,-0.0009712012909687212,-0.0023450051737182354,-0.004468508946510103,-0.0074783694512502875,0.11876109147556628,0.23305558714343355,0.3473280776670625,0.4632124823883763,0.5812275137365662,0.0017929330191711944,0.003322744974894732,0.004892546474348129,0.006813176155138353,0.009288163729300358
1717770000421804189,0.08174703369908849,0.1634894368645945,0.2452200021018894,0.3269276415220408,0.40859604741711464,-0.0002770282508663732,-0.001182574590648324,-0.002837900938607796,-0.005379729898569749,-0.008964369803274305,0.1116351418865852,0.22450752707213992,0.3399094178342061,0.4577105976535269,0.5785054410433079,0.0022248539547292524,0.004513974179090001,0.007270505501464161,0.010770831216097265,0.01515355521405654
1717770000508521795,0.08174673910015495,0.16348688862557317,0.2452103179448496,0.32690181382518857,0.40853865822590535,-0.0003333705698128796,-0.0014165856399802055,-0.003386442074446253,-0.006399358522258908,-0.010636664392560974,0.11867577393005824,0.23289446031732505,0.3471098110417035,0.4629516587365651,0.5809481521677552,0.004264719061874722,0.008180707790215755,0.01224869426331201,0.01672211810302786,0.021641064111191134
1717770000588347196,0.08174636577995549,0.16348346217207588,0.24519739082785813,0.326866958174812,0.40846098123843066,-0.00039633457543885014,-0.0016794197091679459,-0.004005796361101803,-0.007556978432850531,-0.012546386536228263,0.11163904269927341,0.22449711054623714,0.3398524716469243,0.4575957050358259,0.5783302614921461,0.003937063024546085,0.007797853374256063,0.011877479848074777,0.016416461992973252,0.021564335588307147
1717770000675830602,0.08174582850937875,0.16347889702318952,0.2451798235819006,0.32681955558287934,0.40835454338208665,-0.00046771293590876185,-0.0019788965798290684,-0.004715267204112468,-0.008890545845923008,-0.014759628068918416,0.11862937753251766,0.23280764830295916,0.3469682862204862,0.4627079112434312,0.5805328282066399,0.004844856692204041,0.009653088234335314,0.014952623909323969,0.021101993982095064,0.02827379015856587
1717770000757191896,0.08174518875047598,0.16347264742954865,0.24515583905839064,0.32675421488101397,0.40820654466756806,-0.0005498007257099884,-0.002325081719191299,-0.005539890928812813,-0.010449618484094368,-0.017363321751575927,0.11143332451495153,0.22409700436040075,0.3392858768060771,0.4568848709563069,0.5775013575918546,0.007085053310838445,0.014172302630018159,0.021522168343545606,0.029334802288413862,0.03765415900947143
1717770000842688560,0.0817441884662775,0.16346400936743274,0.2451224474852542,0.32666254982060533,0.407997045113257,-0.0006455824773415163,-0.002731167481962037,-0.0065126811623675025,-0.012299997610326706,-0.020473671658158377,0.11854895290800849,0.23262274681753714,0.3466379843893829,0.46222540518575944,0.5798961147148639,0.007703085671859724,0.015114027590511248,0.022781844549475273,0.031084129888643085,0.040218956667441776
1717770000927172422,0.08174290602682902,0.16345196186964722,0.245075251212649,0.32653169060361104,0.4076945371190373,-0.0007590172708102372,-0.003214736072380047,-0.007677914016061678,-0.014530472202396456,-0.0242483190534446,0.11130284017987702,0.22383715483233702,0.33887661914674677,0.45628199775356965,0.5766443882360636,0.008667720720874334,0.017464053491954554,0.02684399060076668,0.03704546149838275,0.048210335828664325
1717770001009218215,0.08174104577699375,0.16343466343053728,0.24500707522530316,0.3263406465098368,0.40724750693364103,-0.0008954310920338333,-0.0037995927963810953,-0.009095884511884676,-0.01726254747852853,-0.02890367831032742,0.11825924462921171,0.23203757162655675,0.3457306819747485,0.46094557433614625,0.5781857968016176,0.010999514009938377,0.021832586131479755,0.033220553142369116,0.04558117164790521,0.05909811894682938
1717770001090476751,0.08173832172157465,0.16340938515376005,0.2449063647203344,0.326055053672496,0.4065701494065081,-0.0010621123616222185,-0.004518478922987066,-0.010849870826228816,-0.02066446567397029,-0.03473885532662446,0.11086088235027815,0.2229304820741917,0.3374687537331857,0.4543425078710101,0.5741440931421686,0.013109194157609623,0.026470230418190917,0.04056353213979907,0.055589415702191385,0.0716837759073207
1717770001174712181,0.08173431504104837,0.1633715594366944,0.24475386689134504,0.3256168227095436,0.4055168185829781,-0.0012691795464887605,-0.005417013847980574,-0.013056125317039488,-0.024970463800393763,-0.042165477102353285,0.11772074017857469,0.23096388257673556,0.34409418421810484,0.4587155072338925,0.5753268020620468,0.015763746603688608,0.031153695291505887,0.04705174660217814,0.06393766046718548,0.08201782774126494
1717770001257315874,0.08172821256733903,0.1633134456646293,0.24451653041847365,0.32492629093367154,0.40383850799322085,-0.0015308404407118302,-0.006559332375755833,-0.01587749268838426,-0.03050446219399066,-0.05173440566273235,0.11021535703190763,0.2215140886321041,0.33510529543491513,0.4508136115521949,0.5691753886994991,0.01770842020688232,0.03631928833273888,0.056369326965240885,0.07815406812779303,0.10198472098358133
1717770001341994047,0.0817187230610559,0.16322160553705437,0.24413722302559407,0.32381197150855884,0.4011201778894531,-0.0018671614687653148,-0.008035567523448556,-0.019539508999209677,-0.0376994361773594,-0.0641253656931518,0.11596177887635539,0.2274165574504731,0.33864169980695036,0.4511697546741319,0.5654890431308569,0.02494488738634644,0.04966498676693267,0.07552517967754255,0.10312949984539033,0.13266485511375908
1717770001423806667,0.08170342884802093,0.16307263155073648,0.2435171956466634,0.3219888650806365,0.3967302714098902,-0.002306252290677283,-0.009969846392259105,-0.024340671293972545,-0.047080188018164625,-0.08000758552953208,0.10783035578922158,0.21646484622106602,0.32705508871318456,0.4395201218084669,0.5543917253289078,0.029240694918452655,0.05975543220513322,0.09214343579769277,0.1266583078272833,0.16363764184569735
1717770001508773565,0.08167832381132907,0.1628263232467202,0.24249482410279405,0.3190359918366696,0.3899284795887,-0.002886042688715316,-0.012521948903138696,-0.03062770754370178,-0.05912228542934418,-0.09961449260963731,0.11224628019856264,0.21981396872884904,0.3267884438430651,0.4346461896007542,0.543812814828536,0.03819669992264295,0.07610954187653217,0.1155703087914529,0.1574297243318524,0.20201574070637443
1717770001591555118,0.08163645240536346,0.16241924239241873,0.24084587009775016,0.3145199095292608,0.3804209948685446,-0.0036521417834234353,-0.01585990023908945,-0.038658044762614835,-0.0738361569326529,-0.12199371904648451,0.10229446111305812,0.2049747132322499,0.30909049021501217,0.41457861332701895,0.5219250928747134,0.04452056146980752,0.09083872389569907,0.13978619553957577,0.1916292183421415,0.24677395828337106
1717770001674513578,0.08156804569405497,0.16177513448401368,0.23840167372693324,0.3084961465817169,0.369382151393594,-0.004641384088515308,-0.020046390897533288,-0.0482197319428703,-0.09003920961599665,-0.14440999336854302,0.10425896449969695,0.203727321506023,0.3021292759507719,0.40097905481780644,0.5007068385620692,0.056558449254777,0.11214065387033179,0.16924447897454167,0.22903380864666445,0.29188796380044324
1717770001754175901,0.08146486339343212,0.16088162659698538,0.23542304571575773,0.30230218214276305,0.3599935227351685,-0.005828152300313704,-0.02475805943886862,-0.05800983643503291,-0.10481228101430783,-0.16260161572567502,0.0930947279964131,0.18629854741396693,0.2805306679895072,0.37592352350094377,0.47298936850240103,0.06154424652604367,0.12460070050962575,0.1901578828287756,0.25855957655309825,0.33026148008114264
1717770001842492341,0.08133953029020861,0.15996795209186293,0.23301509487078462,0.29859421748461074,0.3563091868588006,-0.007017440713807123,-0.028918927481244857,-0.0653524647738811,-0.11400713220602092,-0.1718158228725629,0.09459827402558987,0.18505396336232402,0.27472038122117254,0.36518475448766535,0.4569370220846811,0.07171446769033696,0.1409276054811541,0.21063906673710533,0.28231150956318357,0.3563404966985895
1717770001921042442,0.0812499189010068,0.15955190799270577,0.23264340718429036,0.2995968588444368,0.3605631797695033,-0.007781678239488997,-0.030848672237440828,-0.06725651111395127,-0.11405499097426348,-0.16845762155320368,0.08682569378883175,0.17458423664006006,0.26434147768349614,0.35638113869308696,0.45133111821701816,0.07023190487886138,0.14062476274760655,0.21198069032958608,0.28470283637488963,0.3591453992357238
1717770002006090641,0.08126434832765221,0.15995875501644366,0.23460992093484256,0.3048344471535563,0.37086951764315446,-0.007706711276549522,-0.029503232596027464,-0.06267047296159439,-0.10444432146043431,-0.1525925303743198,0.09462422815978318,0.18642670585600143,0.2790573663495179,0.3740653318306375,0.47193525281959325,0.0715765803347454,0.13897694955528417,0.2048787244840629,0.2706263241489486,0.33650284496542754
1717770002092624187,0.08137044621327807,0.1608746213773793,0.23762358657935406,0.3114367912492445,0.3824748940611551,-0.006837285191022858,-0.025597576711133174,-0.05363567296378389,-0.08871403342350632,-0.12913539533374882,0.0946084192528913,0.19126273572762653,0.2910279741862022,0.3938786184651884,0.5003146691927459,0.059103247816813795,0.11685801326025982,0.17421357035335852,0.23137601557800763,0.28864341795353987
1717770002172835111,0.08149380358515103,0.16177290658176152,0.24029640974691527,0.31694769624397473,0.3918060554381025,-0.005623378314540193,-0.020848493194449657,-0.043496672080476015,-0.0718670585448879,-0.1046902624200627,0.10646523864180277,0.20988483140857975,0.3143186018728299,0.42120133941024906,0.5309518503962943,0.05211669469958661,0.1000958811918229,0.1461288679152207,0.19106909102195657,0.2351267660267946
1717770002256858348,0.08158820907874487,0.1624191702471286,0.24215208175238737,0.32069745386167997,0.3980849877751759,-0.0044612375379318985,-0.016512638816480518,-0.03448376489942115,-0.057105903924745405,-0.08342762457571974,0.10528935328748441,0.21243835741928885,0.3226769139847312,0.435817511270113,0.552374149498279,0.03715690776221763,0.07254273812911013,0.1068417498240497,0.14024276394294816,0.1729762489897088
1717770002338500499,0.08164901920853777,0.16282673284549834,0.24331111821877943,0.32303195389135164,0.4019942496162276,-0.003509731964864414,-0.01302169067324852,-0.02728354065680671,-0.0453459807717841,-0.0664871170756552,0.11537607975573798,0.2267866815890514,0.338572411388685,0.4522642969516695,0.5683260456252085,0.02820760166814979,0.05370882216486462,0.07778981564090448,0.10108230037834585,0.12384572091975403
1717770002422369956,0.08168587884306554,0.16307293158605807,0.24401280532288105,0.3244508955162643,0.4043819431506592,-0.0027777234258282843,-0.010346362648151716,-0.021765654338425828,-0.03631575524538707,-0.05343977666657379,0.1102157746981578,0.22175117057657812,0.3358376770932157,0.45237984178890034,0.5719628260590529,0.01885609407422792,0.036859733094884266,0.054554595563421425,0.07224303571959934,0.09017919033984888
1717770002506652355,0.08170794780459166,0.1632217592116749,0.24443982220832394,0.325320432286009,0.40585501875471297,-0.002224391923754916,-0.008320450743261053,-0.017573452063587514,-0.02942804606872439,-0.043446797113605544,0.11766445722727348,0.23092647127069946,0.3441533467399912,0.458940750979012,0.5757820076417163,0.01630515432702501,0.03172838364935205,0.04719893109164401,0.06325050224405215,0.0801361132924574
1717770002590354681,0.08172151557302217,0.1633135612791919,0.24470531138181126,0.3258652235670456,0.4067845850783268,-0.0018047924226087077,-0.006777705838698738,-0.01436634872118527,-0.024134339949097475,-0.03573182240417155,0.11055514867892491,0.22236504634158738,0.3367175596772675,0.453519329695134,0.573385719136395,0.01572192496515346,0.03110382890812563,0.04637751160034694,0.06174907555869832,0.0772572600300605
1717770002673000097,0.08173000422389214,0.16337164378569524,0.24487476228165878,0.32621570846371695,0.40738675305949074,-0.0014826327678124,-0.005587163828211742,-0.01187895800606307,-0.02000884981940716,-0.029692095441196286,0.11792631589469008,0.2314629867979955,0.3450111051126921,0.46016635640501774,0.5774218690065666,0.014025518948622346,0.027143985591533994,0.04010253343793208,0.053370385359049206,0.0671970522880824
1717770002755576372,0.08173547827644499,0.16340943020035162,0.24498594171131044,0.32644727608793633,0.4077873362162996,-0.0012312905773796884,-0.004653362416910017,-0.009918097585137741,-0.01674120011408612,-0.024887058561005572,0.11097076686725585,0.22319949623891358,0.3379773564927137,0.45521257044718444,0.5755183465144453,0.012515324916722576,0.02451946684438461,0.036223362442494314,0.04785184796525552,0.059441001010507984
1717770002839514970,0.08173909925167579,0.1634346937297386,0.2450607392529641,0.3266042501860689,0.40806036769246823,-0.0010318197847557589,-0.00390836451152169,-0.00834597859808995,-0.014109329726176189,-0.021000310208915192,0.11832148008669956,0.23223543635380475,0.3461661023492461,0.4617138151485443,0.5793786166125919,0.010084868795538824,0.019380430740378863,0.02848852541751478,0.037828467539436424,0.047637559558167786
1717770002924088239,0.08174158286805583,0.16345194763164556,0.24511233732102117,0.32671303284012904,0.4082506951274379,-0.0008708024540227488,-0.0033039109066213624,-0.0070643825927685575,-0.01195428872966619,-0.017804515409063946,0.111339112441064,0.22392368935839255,0.3390488907783102,0.4566191370951357,0.5772458105646119,0.008693047851967273,0.01686850759316515,0.02474124265370825,0.03254921485727087,0.040323407703628175
1717770003006498336,0.08174324497051179,0.1634640428729002,0.24514857348309058,0.3267899925950551,0.4083859366472077,-0.0007386665227921241,-0.0028054470433088023,-0.006002656799126191,-0.01016128744684236,-0.015134798088517708,0.118588068539422,0.23273878544587523,0.34688852646885726,0.4626534275510272,0.5805434650939794,0.006443163049351131,0.012292229281820674,0.01802240036815081,0.0240013441352246,0.030443368868928292
1717770003087714672,0.08174451279845817,0.16347265489875984,0.24517460929172227,0.32684543425501067,0.4084837214437963,-0.0006285052630710133,-0.002387902905083465,-0.005109331178959064,-0.008646313463448307,-0.012870007424440692,0.1115326371307184,0.22430282334458534,0.3396061384414899,0.4573329445779433,0.578089042805167,0.005578013031926793,0.010826028074735023,0.016083463489336567,0.021591733824477464,0.027425616589407297
1717770003174121141,0.08174532523298982,0.16347887293128718,0.24519350831340425,0.326885893667722,0.40855529591018275,-0.0005352511396899236,-0.00203281720825462,-0.004346312017529263,-0.0073469287735341005,-0.010919726344687391,0.11867706235739439,0.23289445448756552,0.34708887776308084,0.462889894956158,0.5808150329556614,0.004950269495980873,0.009531882396133187,0.014199749561656844,0.019280151236905265,0.024936194678258517
1717770003255647420,0.08174599913183482,0.16348349262185546,0.2452075004203903,0.32691582371547806,0.4086083469187181,-0.00045513670213020573,-0.001726376975920987,-0.003684967065701074,-0.006215984535160159,-0.009215389049979152,0.11155849789637881,0.2243547577202546,0.3396925356901509,0.45746786526189737,0.578290482559909,0.004908957097664716,0.00935451513863184,0.0135340439021493,0.017655924372753203,0.021727401146877986
1717770003338464260,0.08174647046559735,0.16348690543837663,0.24521786072131116,0.3269380931573701,0.4086478679624517,-0.00038530544000273787,-0.0014580664831114565,-0.00310339127300738,-0.0052172468385395,-0.007704061155816747,0.11873688704504773,0.23301858067702944,0.3472942964769847,0.4631943676620438,0.5812390127364235,0.002766924081712566,0.005044899371837137,0.007171723599378579,0.009450664459007977,0.012060905384555228
1717770003424016952,0.08174683379291664,0.16348943588002524,0.24522560968721382,0.32695474449510775,0.4086773727147873,-0.0003235593114552476,-0.0012197452039565738,-0.0025845404693695256,-0.004322374667117812,-0.006344133217506037,0.11166850068943103,0.22456575009239294,0.33998484929931855,0.45781339936637927,0.5786542756043035,0.0019099963471332444,0.0036843384764172478,0.005703199881725099,0.008217227663668834,0.011339914074303677
1717770003505626201,0.08174707473606324,0.16349132146218098,0.2452313952593831,0.3269671439024161,0.40869926208068147,-0.0002681738648355357,-0.0010049926587198297,-0.0021148934532597605,-0.0035087602083541712,-0.0051022271706165235,0.11872549962792331,0.23298988244889324,0.3472568675536195,0.4631627477778237,0.5812369462626185,0.0026573561470074093,0.0048536452906955095,0.007020962086407971,0.009392073945630477,0.012004254313577592
1717770003590386867,0.08174727732735432,0.16349275068307595,0.24523570200531053,0.32697629029159186,0.4087152455200017,-0.00021777125626444203,-0.0008086434884526957,-0.0016835034194225848,-0.002757982585530315,-0.003950967498366991,0.11169488733439298,0.22461191029210795,0.3400393822538382,0.4578714294602752,0.5787158111340709,0.001476355480156555,0.0027046447294201705,0.003953753915863137,0.005468556553001305,0.007381494280563677
1717770003673054695,0.08174742947570618,0.16349379479610635,0.24523882185288456,0.3269828242200971,0.4087264466997353,-0.0001712257580226671,-0.000626448419700449,-0.0012812998168508865,-0.002054663782520803,-0.002867323663502482,0.11872651737561467,0.2330034274012367,0.34729510835888544,0.46322875142298886,0.5813322858410883,0.0012618085785106152,0.0022008420518861895,0.003209017800588699,0.004474086673011559,0.006021488926112552
1717770003755571365,0.08174753323499287,0.16349452828875333,0.24524097363560962,0.3269871965880323,0.4087336419348825,-0.00012759608835701775,-0.00045482467240774927,-0.0009005689799220914,-0.0013856104096653746,-0.001831354717179952,0.11173007698796389,0.22466705948242954,0.3401027297422713,0.4579674248655865,0.578880192286315,0.0008507324114730878,0.0016150859247215522,0.0024837170273101688,0.0034220761394749195,0.004379629424524054
1717770003839748859,0.08174760467583501,0.16349500926873164,0.24524230739473585,0.32698971198762633,0.40873731666345864,-8.607339398541966e-05,-0.0002906636173774861,-0.0005345514480702603,-0.000739141671462569,-0.0008252150654475561,0.11881958140043394,0.2331523144424765,0.3474535264728841,0.46340722639136633,0.5815513294804001,0.0005454430724256441,0.0010843057346844555,0.0015961330115335797,0.001990848328130517,0.0022438023446759918
1717770003923006772,0.08174764769886536,0.16349526519690274,0.24524291289576194,0.32699053066856715,0.4087377102709347,-4.5940575080043574e-05,-0.0001311788900781726,-0.00017711946515847442,-0.0001045430457173884,0.0001676661139798696,0.11179410173483528,0.22476837394834526,0.340210150123486,0.4580771447835561,0.5789883863198395,0.0002028231316247961,0.0004237916653769791,0.0004802197969243817,0.000294310624531366,-0.00015101274246053458
1717770004007736206,0.08174766167550884,0.16349531571962483,0.2452428257405863,0.32698970540352024,0.40873484865147436,-6.53928974658723e-06,2.621917128850466e-05,0.00017749454311392118,0.000528402140855634,0.001163303327566547,0.11881481577504709,0.2331424629082493,0.3474356996553861,0.46336377487131153,0.5814612578834174,-0.00024360174061110242,-0.0003667879515267962,-0.0007045191860015812,-0.0014392008441183415,-0.0026150820242270088
